ambigo	to go about, go around, avoid
ambigue	equivocally, doubtfully
ambiguitas	ambiguity, equivocalness, double sense
ambiguus	going two ways, wavering, uncertain
ambio	to go round, go about
ambiorix	 a chief of the Eburones, Cs
ambitio	(a going about); canvassing, running for office, flattery; a desire for honor, power, display
ambitiose	ambitiously, ostentatiously
ambitiosus	surrounding, encompassing, entwining
ambitus2	a going round, moving about, revolution
ambo	both
ambracia	 a town of Epirus
ambrosia	 ambrosia, sustenance of immortal life, food of the gods
ambrosius	divine, ambrosial
ambubaia	a Syrian girl, fluteplayer and dancer
ambulatio	a walking about, walk
ambulatiuncula	a short walk, little promenade. A portico
ambulo	to walk, walk about, take a walk
amburo	to burn round, scorch, singe, consume
amellus	 purple Italian starwort, V
amens	out of one’s senses, mad, frantic, distracted
amentatus	furnished with a strap
amentia	want of reason, madness, senselessness
amentum	a strap, thong
amerinus	of Ameria
ames	a fork for spreading nets
amethystinus	of the amethyst, violet - colored
amethystos	 an amethyst, O
amica	(female) friend
amice	in a friendly manner
amicio	to throw around, wrap about
amicitia	friendship
amictus2	a throwing on of a garment; a garment; a manner of dress
amicula	a loved one, mistress
amiculum	an outer garment, mantle, cloak
amiculus	a pet friend, crony
amicus	friendly
amicus2	(male) friend
amigro	to migrate
aminaeus	 of Aminaea, a town of the Piceni
amissio	a losing, loss
amissum	a loss
amissus2	a loss
amita	 a father’s sister
amitto	to send away; let go; lose
amnicola	that grows near a river
amniculus	a rivulet
amnis	river, stream
amo	to love
amoenitas	pleasantness, delightfulness
amoenus	pleasant, delightful, charming
amolior	to remove, move away
amomum	 an aromatic shrub, used in making balsarn
amor	love
amotio	a putting away
amoveo	to move away, take away, remove
amphibolia	ambiguity
amphictyones	 the assembly of the confederated Greek States, Amphictyons
amphion	a son of Jupiter, V., H., O
amphitheatrum	an amphitheatre, oval building for public spectacles, Ta
amphitryoniades	male descendant of Amphitryo , i. e. Hercules
amphora	 a large oblong vessel for liquids, with a handle on each side, flask, jar, flagon, pitcher
amphrysius	 of Amphrysus. Poet., of Apollo
amphrysus	 a small river of Thessaly, V., O
ample	largely, broadly, abundantly, spaciously, extensively
amplector	to twine around, encircle, encompass, embrace
amplexo	(rare for amplexor): auctoritatem amplexato
amplexor	to embrace
amplexus2	an encircling, surrounding, circuit
amplificatio	an extending, enlarging
amplificator	one who enlarges, a decorator, amplifier
amplifice	splendidly
amplifico	to broaden, extend, enlarge, increase, make wide, give space to
amplio	to widen, extend, increase, enlarge, amplify
amplitudo	wide extent, width, amplitude, breadth, size, bulk
amplius	neut. adj
amplus	spacious, large, ample
ampsanctus	all hallowed
ampulla	a vessel for liquids, with two handles, a flask, bottle, jar
ampullor	to talk bombast
amputatio	a pruning, lopping off
amputo	to cut around, cut away, lop off, prune
amurca	 the waste in pressing olives, dregs of oil, V
amyclae	I. A town of Laconia, O
amyclaeus	of Amyclae, Laconian
amygdalum	an almond, almond kernel, O
amystis	 the emptying of a cup at a draught, a bumper, H
an	or (in questions)
anabathra	 raised seats (in a theatre), Iu
anagninus	of Anagnia (a town of Latium)
anagnostes	 a reader, one who reads aloud (Lat. lector)
analeptris	a shoulder - pad (to improve the figure), O
anapaestica	 anapaestic verses (once; al. anapaestos)
anapaestus	 pes, the anapaest
anas	 wild-duck, O
anaticula	a duckling
anatocismus	 interest upon interest, compound interest
anceps	(that has two heads, two-headed); wavering, doubtful, uncertain, hazardous, critical
anchises	 father of Aeneas, V., O
anchiseus	of Anchises
anchisiades	patr., son of Anchises Aeneas, V
ancile	 a small oval shield, V
ancilla	a maid-servant, handmaid
ancillaris	of a female servant
ancillula	a young female slave, handmaid
ancora	an anchor
ancorale	an anchor-cable
ancorarius	of an anchor
andabata	 a gladiator, who fought blindfold
androgynus	 a man woman, hermaphrodite
anellus	a little ring
anethum	 dill, anise
anfractus	a recurving, turning, bending round
ango	to draw close, press tight, squeeze, compress, throttle, choke
angor	a strangling, suffocation
anguicomus	with snaky hair
anguiculus	a small serpent
anguifer	serpent-bearing
anguigena	engendered of a serpent
anguilla	an eel
anguineus	 of serpents, snaky
anguinus	of serpents, snaky
anguipes	serpent-footed
anguis	a serpent, snake
anguitenens	serpent-holder, the constellation Serpent-bearer
angulatus	with corners, angular
angulus	an angle, corner
anguste	narrowly, within a narrow space, closely
angustia	narrowness, straitness
angustiae	narrowness, straitness
angusto	to make narrow, straiten
angustum	a narrow place
angustus	narrow, strait, contracted
anhelitus	a difficulty of breathing, panting, puffing, deep breathing
anhelo	to breathe with difficulty, gasp, pant, puff
anhelus	out of breath, short of breath, panting, puffing, gasping
anicula	a little old woman, granny
aniensis	of the Anio
anienus2	of or pertaining to the river Anio
anilis	of an old woman
anilitas	the old age of a woman
aniliter	like an old woman
anima	air, breath, life, soul
animabilis	enlivening, animating
animadversio	investigation, inquiry
animadversor	a censor
animadverto	to direct the mind, give attention to, attend to, consider, regard, observe, punish
animal	living being, animal
animalis	of air, aerial; animate, living
animans	animate, living
animatio	an animating
animatus	disposed, inclined, minded
animo	to enliven, quicken, animate
animo2	to dispose, inspirit
animose	spiritedly, courageously, eagerly
animosus	full of air, airy
animosus2	full of courage, bold, spirited, undaunted
animula	a breeze. a bit of life
animus	soul, spirit; mind; courage
anio	 a tributary of the Tiber, V., H., C
anius	Anius, a king and priest at Delos
annalis	relating to a year
annalis2	a record of events, chronicles, annals
anniculus	of a year, yearling
annitor	 to lean against, lean upon
anniversarius	returning every year, annual, yearly
annona	the year’s produce
annosus	full of years, aged, old
annotinus	a year old, of last year
annuo	 to nod to, make a sign; to assent
annus	a year
annus 	year
annuus	of a year, lasting a year
anquiro	to seek on all sides, look about, search after
ansa	 a handle, haft
anser	a goose
ante	before, in front of (+ acc.)
ante	before; in front
antea	before, earlier, formerly, aforetime, previously
antecanem	 transl. of Προκύων, Procyon, the forerunner of the dog (Sirius), lesser dog-star
antecapio	to obtain before, receive before; anticipate
antecedens	foregoing, preceding
antecedo	to go before, get the start, precede
antecello	to be prominent, distinguish oneself, excel, surpass, be superior
anteceptus	P. of antecapio
antecessio	a going before, preceding
antecursor	a forerunner
anteeo	to go before, precede
antefero	to bear in front, carry before
antefixus	fastened before
antegredior	to go before, precede
antehabeo	to prefer
antehac	of time, before this time, before now, formerly, hitherto
antelucanus	before light, before dawn
antemeridianus	 before mid-day, of the forenoon
antemna	a ship’s yard
anteoccupatio	In rhet., an anticipation (of objections)
antepes	the forefoot, C. (poet.)
antepilanus	 a soldier of the first two ranks, in front of the triarii, L
antepono	to set before
antes	 rows (of vines), V
antesignanus	a leader in battle
antesto	to excel, be superior to; to distinguish oneself, to be distinguished
antestor	to call as a witness, summon to testify
antevenio	to come before, get the start of, anticipate
anteverto	to take a place before, go before, precede
anthias	 an unknown sea-fish, O
anticipatio	a preconception, preconceived notion
anticipo	to take before, anticipate
anticus	in front, foremost
antidea	 see antea
antidotum	 a remedy against poison, Ph
antiquaria	a female antiquarian
antiquarius	 an antiquarian, Ta., O
antique	like the ancients, in the old fashion
antiquitas	age, antiquity
antiquitus	in former times, of old, anciently, long ago
antiquo	to reject, not to pass
antiquus	ancient, former, of old times
antistes	an overseer
antistita	a female superintendent
antoniaster	 a servile imitator of the orator Antonius
antonius	nomen gentile; Antonius, Antony
antrum	 a cave, cavern, grotto (poet.)
anularius	a maker of rings
anulus	a ring, finger-ring, seal-ring, signet-ring
anus	a ring
anus2	 an old woman, matron, old wife, old maid
anxie	anxiously
anxietas	anxiety, solicitude
anxifer	bringing anxiety, distressing
anxitudo	trouble, distress
anxius	anxious, troubled, solicitous
aonius	of Aonia (i.e. Boeotia)
aota	 see actum
apage	 away with thee! begone! away! off with! (comic and colloq.)
apeliotes	 the east wind, Ct
aper	a wild boar
aperio	to uncover, lay bare
aperte	openly, manifestly
apertus	without covering, uncovered
apex	the extreme end, point, summit, top
aphractus	 (uncovered), a ship without a deck, open boat
apicatus	wearing a flamen’s cap
apis	 a bee
apiscor	to reach, attain to, get, gain
apium	parsley
aplustre	 an ornament of wood on the stern of a ship
apocleti	 a commission of the Aetolian league, executive committee, L
apodyterium	an undressing-room (in a bath-house)
apollinaris	of Apollo, sacred to Apollo
apollineus	of or belonging to Apollo
apollo	Apollo
apologus	 a fable after the manner of Aesop, an apologue
apoproegmenon	 in philos., that which is to be rejected
apotheca	 a repository, storehouse, magazine, warehouse, C.; esp. for wine, H
apparate	sumptuously
apparatio	a preparing
apparatus	prepared, ready
apparatus2	a preparing, providing, preparation, getting ready
apparens	visible, manifest
appareo	to appear, to be clear, to be evident
appareo 	to appear, to be clear, to be evident
appario	to gain in addition, acquire
apparitio	a serving, service, attendance
apparitor	a servant, public servant, lictor, deputy, secretary
apparo	to prepare, make ready, put in order, provide
appellatio	an addressing, accosting
appellator	one who appeals, an appellant
appellito	to name habitually, call usually
appello	to drive to, move up, bring along, force towards
appello2	to name, address
appendicula	a petty addition, little supplement
appendix	an addition, continuation
appendo	to weigh out
appenninicola	an inhabitant of the Apennines
appenninigena	born on the Apennines
appetens	striving after, eager for, desirous of
appetenter	greedily, graspingly
appetentia	desire, longing
appetitio	a grasping at
appetitus2	a longing, eager desire
appeto	to strive for, reach after, grasp at
appingo	to paint upon (very rare)
appius	 the Appian Way, from Rome to Capua
applaudo	to strike upon, beat, clap
applicatio	an inclination
applicatus	attached, close, annexed
applico	to join, connect, attach, add
apploro	to bewail, deplore, weep
appono	to put at, place by, lay beside, set near
apporrectus	stretched out at hand
apporto	to carry, convey, bring along
apposco	to demand besides
apposite	 fitly, suitably, appropriately
appositus	 contiguous, neighboring
apprecor	 to pray to, worship
apprehendo	to seize, take hold of
apprime	 first of all, in the highest degree, chiefly
apprimo	to press close
approbatio	an approval, approbation
approbator	one who approves
approbo	to assent to, favor, approve; recommend, endorse
appromitto	to promise besides, join in a promise
appropero	 to hasten, accelerate
appropinquatio	an approach, drawing near
appropinquo	to come near, approach, draw nigh
appugno	to fight against, attack, assault
appulsus2	a landing, bringing to land, approach
apricatio	a basking, sunning
apricor	to sun oneself, bask in the sun
apricus	 exposed to the sun, warmed by sunshine, sunny
aprilis	(month) of April
aptatus	fit, suitable
apte	closely, fitly, suitably, rightly
apto	to adapt, fit, apply, adjust
aptus	fastened, joined, fitted, bound, attached; suitable
apud	near, at, with (a person)
apud 	near, in the presence of, at the house of (+ acc.)
aput	 before, in the presence of, to
aqua	water
aquarius	of water, watery
aquaticus	growing in water, aquatic
aquatilis	living in water, aquatic
aquatio	a watering, obtaining water
aquator	a water-carrier
aquila	 an eagle
aquilifer	an eaglebearer, standard-bearer, first centurion of the first cohort in a legion
aquilo	 the north wind
aquilonius	northern, northerly; pertaining to Aquilo
aquinas	of Aquinum
aquor	to fetch water
aquosus	abounding in water, rainy, moist, watery
aquula	a little water, small stream
ara	a structure for sacrifice, altar
arabs	 Arabian
aranea	 a spider
araneola	a small spider
araneosus	 full of spiders’ webs
araneum	a cobweb
araneus	 a spider, Ct
arateus	 of the poet Aratus
aratio	a ploughing, cultivation of the soil, agriculture
arator	a ploughman
aratrum	a plough
arbiter	a spectator, beholder, hearer, eye-witness, witness
arbitra	a female witness
arbitratus2	mediation, arbitration
arbitrium	a judgment, decision of an arbitrator
