id	gloss	lemma_id
872	(a going about); canvassing, running for office, flattery; a desire for honor, power, display	2480
873	ambitiously, ostentatiously	2481
874	surrounding, encompassing, entwining	2482
875	a going round, moving about, revolution	2486
876	both	2491
877	 a town of Epirus	2492
878	 ambrosia, sustenance of immortal life, food of the gods	2496
879	divine, ambrosial	2499
880	a Syrian girl, fluteplayer and dancer	2502
881	a walking about, walk	2507
882	a short walk, little promenade. A portico	2508
883	to walk, walk about, take a walk	2514
884	to burn round, scorch, singe, consume	2517
885	 purple Italian starwort, V	2523
886	out of one’s senses, mad, frantic, distracted	2526
887	furnished with a strap	2527
888	want of reason, madness, senselessness	2528
889	a strap, thong	2530
890	of Ameria	2538
891	a fork for spreading nets	2539
892	of the amethyst, violet - colored	2544
893	 an amethyst, O	2545
894	(female) friend	2553
895	in a friendly manner	2558
896	to throw around, wrap about	2561
897	friendship	2562
898	a throwing on of a garment; a garment; a manner of dress	2567
899	a loved one, mistress	2568
900	an outer garment, mantle, cloak	2569
901	a pet friend, crony	2570
902	friendly	2571
903	(male) friend	2572
904	to migrate	2573
905	 of Aminaea, a town of the Piceni	2574
906	a losing, loss	2581
907	a loss	2582
908	a loss	2584
909	 a father’s sister	2587
910	to send away; let go; lose	2595
911	that grows near a river	2604
912	a rivulet	2605
913	river, stream	2608
914	to love	2609
915	pleasantness, delightfulness	2614
916	pleasant, delightful, charming	2616
917	to remove, move away	2617
918	 an aromatic shrub, used in making balsarn	2620
919	love	2622
920	a putting away	2628
921	to move away, take away, remove	2630
922	ambiguity	2640
923	 the assembly of the confederated Greek States, Amphictyons	2644
924	a son of Jupiter, V., H., O	2653
925	an amphitheatre, oval building for public spectacles, Ta	2669
926	male descendant of Amphitryo , i. e. Hercules	2673
927	 a large oblong vessel for liquids, with a handle on each side, flask, jar, flagon, pitcher	2674
928	 of Amphrysus. Poet., of Apollo	2679
929	 a small river of Thessaly, V., O	2680
930	largely, broadly, abundantly, spaciously, extensively	2683
931	to twine around, encircle, encompass, embrace	2684
932	(rare for amplexor): auctoritatem amplexato	2685
933	to embrace	2686
934	an encircling, surrounding, circuit	2688
935	an extending, enlarging	2690
936	one who enlarges, a decorator, amplifier	2691
937	splendidly	2693
938	to broaden, extend, enlarge, increase, make wide, give space to	2694
939	to widen, extend, increase, enlarge, amplify	2696
940	wide extent, width, amplitude, breadth, size, bulk	2698
941	neut. adj	2699
942	spacious, large, ample	2702
943	all hallowed	2703
944	a vessel for liquids, with two handles, a flask, bottle, jar	2704
945	to talk bombast	2707
946	a pruning, lopping off	2708
947	to cut around, cut away, lop off, prune	2709
948	 the waste in pressing olives, dregs of oil, V	2716
949	I. A town of Laconia, O	2724
950	of Amyclae, Laconian	2725
951	an almond, almond kernel, O	2735
952	 the emptying of a cup at a draught, a bumper, H	2745
953	or (in questions)	2748
954	 raised seats (in a theatre), Iu	2751
955	of Anagnia (a town of Latium)	2772
956	 a reader, one who reads aloud (Lat. lector)	2773
957	a shoulder - pad (to improve the figure), O	2779
958	 anapaestic verses (once; al. anapaestos)	2786
959	 pes, the anapaest	2789
960	 wild-duck, O	2798
961	a duckling	2804
962	 interest upon interest, compound interest	2808
963	(that has two heads, two-headed); wavering, doubtful, uncertain, hazardous, critical	2823
964	 father of Aeneas, V., O	2827
965	of Anchises	2828
966	patr., son of Anchises Aeneas, V	2829
967	 a small oval shield, V	2832
968	a maid-servant, handmaid	2833
969	of a female servant	2835
970	a young female slave, handmaid	2838
971	an anchor	2844
972	an anchor-cable	2846
973	of an anchor	2848
974	 a gladiator, who fought blindfold	2854
975	 a man woman, hermaphrodite	2872
976	a little ring	2883
977	 dill, anise	2889
978	a recurving, turning, bending round	2893
979	to draw close, press tight, squeeze, compress, throttle, choke	2913
980	a strangling, suffocation	2914
981	with snaky hair	2917
982	a small serpent	2918
983	serpent-bearing	2919
984	engendered of a serpent	2920
985	an eel	2921
986	 of serpents, snaky	2923
987	of serpents, snaky	2925
988	serpent-footed	2926
989	a serpent, snake	2927
990	serpent-holder, the constellation Serpent-bearer	2928
991	with corners, angular	2931
992	an angle, corner	2934
993	narrowly, within a narrow space, closely	2935
994	narrowness, straitness	2936
995	narrowness, straitness	2937
996	to make narrow, straiten	2941
997	a narrow place	2942
998	narrow, strait, contracted	2943
999	a difficulty of breathing, panting, puffing, deep breathing	2946
1000	to breathe with difficulty, gasp, pant, puff	2947
1001	out of breath, short of breath, panting, puffing, gasping	2948
1002	a little old woman, granny	2957
1003	of the Anio	2961
1004	of or pertaining to the river Anio	2962
1005	of an old woman	2964
1006	the old age of a woman	2965
1007	like an old woman	2966
1008	air, breath, life, soul	2968
1009	enlivening, animating	2969
1010	investigation, inquiry	2970
1011	a censor	2971
1012	to direct the mind, give attention to, attend to, consider, regard, observe, punish	2972
1013	living being, animal	2974
1014	of air, aerial; animate, living	2975
1015	animate, living	2977
1016	an animating	2978
1017	disposed, inclined, minded	2981
1018	to enliven, quicken, animate	2984
1019	to dispose, inspirit	2985
1020	spiritedly, courageously, eagerly	2986
1021	full of air, airy	2988
1022	full of courage, bold, spirited, undaunted	2989
1023	a breeze. a bit of life	2990
1024	soul, spirit; mind; courage	2992
1025	 a tributary of the Tiber, V., H., C	2993
1026	Anius, a king and priest at Delos	2998
1027	relating to a year	3003
1028	a record of events, chronicles, annals	3004
1029	of a year, yearling	3018
1030	 to lean against, lean upon	3021
1031	returning every year, annual, yearly	3023
1032	the year’s produce	3026
1033	full of years, aged, old	3030
1034	a year old, of last year	3035
1035	 to nod to, make a sign; to assent	3044
1037	year	3046
1038	of a year, lasting a year	3050
1039	to seek on all sides, look about, search after	3058
1040	 a handle, haft	3061
1041	a goose	3063
1042	before; in front	3081
1043	before, in front of (+ acc.)	3081
1044	before, earlier, formerly, aforetime, previously	3082
1045	 transl. of Προκύων, Procyon, the forerunner of the dog (Sirius), lesser dog-star	3086
1046	to obtain before, receive before; anticipate	3089
1047	foregoing, preceding	3091
1048	to go before, get the start, precede	3093
1049	to be prominent, distinguish oneself, excel, surpass, be superior	3094
1050	P. of antecapio	3096
1051	a going before, preceding	3097
1052	a forerunner	3102
1053	to go before, precede	3105
1054	to bear in front, carry before	3107
1055	fastened before	3110
1056	to go before, precede	3113
1057	to prefer	3114
1058	of time, before this time, before now, formerly, hitherto	3115
1059	before light, before dawn	3120
1060	 before mid-day, of the forenoon	3125
1061	a ship’s yard	3127
1062	In rhet., an anticipation (of objections)	3137
1063	the forefoot, C. (poet.)	3144
1064	 a soldier of the first two ranks, in front of the triarii, L	3145
1065	to set before	3147
1066	(adv.), before that; sooner than	3150
1067	(conj.) before	3150
1068	 rows (of vines), V	3155
1069	a leader in battle	3159
1070	to excel, be superior to; to distinguish oneself, to be distinguished	3162
1071	to call as a witness, summon to testify	3163
1072	to come before, get the start of, anticipate	3167
1073	to take a place before, go before, precede	3170
1074	 an unknown sea-fish, O	3185
1036	year	3045
1075	a preconception, preconceived notion	3213
1076	to take before, anticipate	3214
1077	in front, foremost	3216
1078	 see antea	3219
1079	 a remedy against poison, Ph	3220
1080	a female antiquarian	3253
1081	 an antiquarian, Ta., O	3254
1082	like the ancients, in the old fashion	3256
1083	age, antiquity	3258
1084	in former times, of old, anciently, long ago	3259
1085	to reject, not to pass	3260
1086	ancient, former, of old times	3262
1087	an overseer	3273
1088	a female superintendent	3275
1089	 a servile imitator of the orator Antonius	3289
1090	nomen gentile; Antonius, Antony	3293
1091	 a cave, cavern, grotto (poet.)	3298
1092	a maker of rings	3301
1093	a ring, finger-ring, seal-ring, signet-ring	3302
1096	anxiously	3306
1097	anxiety, solicitude	3307
1098	bringing anxiety, distressing	3309
1099	trouble, distress	3312
1100	anxious, troubled, solicitous	3313
1101	of Aonia (i.e. Boeotia)	3321
1102	 see actum	3325
1103	 away with thee! begone! away! off with! (comic and colloq.)	3327
1104	 the east wind, Ct	3346
1105	a wild boar	3355
1107	openly, manifestly	3361
1109	the extreme end, point, summit, top	3369
1110	 (uncovered), a ship without a deck, open boat	3378
1111	wearing a flamen’s cap	3396
1112	 a bee	3405
1113	to reach, attain to, get, gain	3406
1114	parsley	3407
1115	 an ornament of wood on the stern of a ship	3412
1116	 a commission of the Aetolian league, executive committee, L	3420
1117	an undressing-room (in a bath-house)	3430
1118	of Apollo, sacred to Apollo	3438
1119	of or belonging to Apollo	3439
1120	Apollo	3440
1121	 a fable after the manner of Aesop, an apologue	3456
1122	 in philos., that which is to be rejected	3467
1123	 a repository, storehouse, magazine, warehouse, C.; esp. for wine, H	3490
1124	sumptuously	3500
1125	a preparing	3501
1126	prepared, ready	3504
1127	a preparing, providing, preparation, getting ready	3505
1128	visible, manifest	3506
1129	to appear, to be clear, to be evident	3508
1130	to appear, to be clear, to be evident	3509
1131	to gain in addition, acquire	3511
1132	a serving, service, attendance	3512
1133	a servant, public servant, lictor, deputy, secretary	3513
1134	to prepare, make ready, put in order, provide	3515
1135	an addressing, accosting	3516
1136	one who appeals, an appellant	3518
1137	to name habitually, call usually	3520
1138	to drive to, move up, bring along, force towards	3521
1139	to name, address	3522
1140	a petty addition, little supplement	3524
1141	an addition, continuation	3525
1142	to weigh out	3526
1143	an inhabitant of the Apennines	3527
1144	born on the Apennines	3528
1145	striving after, eager for, desirous of	3530
1146	greedily, graspingly	3531
1147	desire, longing	3532
1148	a grasping at	3535
1149	a longing, eager desire	3538
1150	to strive for, reach after, grasp at	3539
1151	to paint upon (very rare)	3546
1152	 the Appian Way, from Rome to Capua	3547
1153	to strike upon, beat, clap	3548
1154	an inclination	3551
1155	attached, close, annexed	3552
1156	to join, connect, attach, add	3553
1157	to bewail, deplore, weep	3554
1158	to put at, place by, lay beside, set near	3557
1159	stretched out at hand	3558
1160	to carry, convey, bring along	3560
1161	to demand besides	3561
1162	 fitly, suitably, appropriately	3562
1163	 contiguous, neighboring	3565
1164	 to pray to, worship	3567
1165	to seize, take hold of	3568
1166	 first of all, in the highest degree, chiefly	3572
1167	to press close	3573
1168	an approval, approbation	3575
1169	one who approves	3576
1170	to assent to, favor, approve; recommend, endorse	3577
1171	to promise besides, join in a promise	3580
1172	 to hasten, accelerate	3582
1173	an approach, drawing near	3583
1174	to come near, approach, draw nigh	3584
1175	to fight against, attack, assault	3588
1176	a landing, bringing to land, approach	3593
1177	a basking, sunning	3597
1178	to sun oneself, bask in the sun	3600
1179	 exposed to the sun, warmed by sunshine, sunny	3603
1180	(month) of April	3604
1181	fit, suitable	3618
1182	closely, fitly, suitably, rightly	3619
1183	to adapt, fit, apply, adjust	3620
1184	fastened, joined, fitted, bound, attached; suitable	3622
1186	near, in the presence of, at the house of (+ acc.)	3624
1187	 before, in the presence of, to	3627
1188	water	3631
1189	of water, watery	3642
1190	growing in water, aquatic	3643
1191	living in water, aquatic	3645
1192	a watering, obtaining water	3646
1193	a water-carrier	3647
1194	 an eagle	3659
1094	a ring; fundament; hemorrhoids	3304
1106	to open, uncover, reveal	3360
1108	open, uncovered, revealed	3368
1195	an eaglebearer, standard-bearer, first centurion of the first cohort in a legion	3668
1196	 the north wind	3671
1197	northern, northerly; pertaining to Aquilo	3676
1198	of Aquinum	3680
1199	to fetch water	3688
1200	abounding in water, rainy, moist, watery	3689
1201	a little water, small stream	3690
1202	a structure for sacrifice, altar	3691
1203	 Arabian	3701
1204	 a spider	3714
1205	a small spider	3715
1206	 full of spiders’ webs	3717
1207	a cobweb	3718
1208	 a spider, Ct	3719
1209	 of the poet Aratus	3723
1210	a ploughing, cultivation of the soil, agriculture	3724
1211	a ploughman	3726
